Platform,URL,Engagement,Text,Matched Keywords,toxicity_score,Label,clean_text,word_count,negative_word_count
YouTube,https://www.youtube.com/watch?v=Zj1F3HzqnOE,1.0,"It's weird you're seeing that MAGA will criticize Bondi, but not Trump on this, when he appears to be on the same page and/or wants to take what constitutes ""hate speech"" even further. It'll be interesting 1. To see if and how they try to pivot and ""clarify"" in the short term and 2. the message Trump and others push forward in the coming days and specifically on Sunday at Kirk's Memorial.",['hate speech'],0.0001431023181182135,0,its weird youre seeing that maga will criticize bondi but not trump on this when he appears to be on the same page andor wants to take what constitutes hate speech even further itll be interesting 1 to see if and how they try to pivot and clarify in the short term and 2 the message trump and others push forward in the coming days and specifically on sunday at kirks memorial,0.21646341463414634,0.5
YouTube,https://www.youtube.com/watch?v=Zj1F3HzqnOE,0.0,"""Were here to save hostages!"" they say bombing everything they can, uhuh, totally how to save hostages, and not blow them up.",,0.02763331135384353,0,were here to save hostages they say bombing everything they can uhuh totally how to save hostages and not blow them up,0.06402439024390244,0.0
YouTube,https://www.youtube.com/watch?v=Zj1F3HzqnOE,0.0,😂😂 hunting down  investigating people in a chat involving a murderer is normal,,0.0032879125956635385,0,hunting down investigating people in a chat involving a murderer is normal,0.03353658536585366,0.0
YouTube,https://www.youtube.com/watch?v=Zj1F3HzqnOE,0.0,Epstein files ?,,8.620193408323377e-05,0,epstein files,0.003048780487804878,0.0
YouTube,https://www.youtube.com/watch?v=Zj1F3HzqnOE,0.0,American Empire is doing a downfall speedrun 😂😂,,0.0014133628059161377,0,american empire is doing a downfall speedrun,0.01829268292682927,0.0
YouTube,https://www.youtube.com/watch?v=Zj1F3HzqnOE,0.0006688963210702341,But the left said there's no such thing as cancel culture..,,0.00013033566914449663,0,but the left said theres no such thing as cancel culture,0.030487804878048783,0.0
YouTube,https://www.youtube.com/watch?v=Zj1F3HzqnOE,0.0,Bondi's big 👄,,0.17511096556165903,0,bondis big,0.003048780487804878,0.0
YouTube,https://www.youtube.com/watch?v=Zj1F3HzqnOE,0.0,"Free speech is just that: Free Speech!!😲Naom Chomsky: Goebbels was in favor of free speech for view he liked. So was Stalin. If you're really in favor of free speech, then you're  in favor of freedom of speech for precisely the views you despise. Otherwise, you're not in favor of free speech!!

OUTRIGHT LIES, THOUGH, IS DEFINITELY SLANDRR/PROPOGANDA.",,0.16681215823007223,0,free speech is just that free speechnaom chomsky goebbels was in favor of free speech for view he liked so was stalin if youre really in favor of free speech then youre in favor of freedom of speech for precisely the views you despise otherwise youre not in favor of free speech outright lies though is definitely slandrrpropoganda,0.17378048780487806,0.0
YouTube,https://www.youtube.com/watch?v=Zj1F3HzqnOE,0.0,Bondi really needs  a wake up call with old fashioned 1950s men 🎉,,0.0051151005857369,0,bondi really needs a wake up call with old fashioned 1950s men,0.03353658536585366,0.0
YouTube,https://www.youtube.com/watch?v=Zj1F3HzqnOE,0.0,The left and the right in America in politics are both corrupt and hypocrites.,,0.47986416879565796,0,the left and the right in america in politics are both corrupt and hypocrites,0.039634146341463415,0.0
