Platform,URL,Engagement,Text,Matched Keywords,toxicity_score,Label,clean_text,word_count,negative_word_count
Twitter,https://twitter.com/user/status/1970136866256044395,0.003424386903037168,"RT @MikeCrispi: LIVE on the ground outside the first New Jersey Gubernatorial debate.

The energy for @Jack4NJ is ELECTRIC!

As the leftist…",[],0.020023515085162067,0,rt live on the ground outside the first new jersey gubernatorial debate the energy for is electric as the leftist,0.3548387096774194,0.0
Twitter,https://twitter.com/user/status/1970136866121830462,0.028659484234649524,"RT @AdamMoczar: ⚡🇺🇲 Charlie Kirk: “Islam is NOT compatible with the west and importing millions of Muslims is suicidal.

Islam does not bel…",['Muslims'],0.12488215519219704,0,rt charlie kirk islam is not compatible with the west and importing millions of muslims is suicidal islam does not bel,0.3870967741935484,0.0
Twitter,https://twitter.com/user/status/1970136865648103645,0.032110212575402364,"RT @aldamu_jo: Israeli police clashed with ultra-Orthodox Jews at a religious festival site in Mount Meron, which authorities closed.

Desp…",['Jews'],0.012399112947948904,0,rt israeli police clashed with ultraorthodox jews at a religious festival site in mount meron which authorities closed desp,0.4193548387096774,0.0
Twitter,https://twitter.com/user/status/1970136865622929608,0.030318994810736768,"RT @AzatAlsalim: A Hijabi woman tells a 'Gay for Palestine' that he is not welcome at the pro-Palestine demonstration and to leave.

""Get o…",[],0.4266344125955906,0,rt a hijabi woman tells a gay for palestine that he is not welcome at the propalestine demonstration and to leave get o,0.3548387096774194,0.0
Twitter,https://twitter.com/user/status/1970136865543188756,0.0,"@ScotGovFM @JohnSwinney @PalMissionUK Absolutely shameful, no recognition whilst one hostage remains.",['shameful'],0.017506009033001483,0,absolutely shameful no recognition whilst one hostage remains,0.1935483870967742,0.0
Twitter,https://twitter.com/user/status/1970136865526394990,0.000553170192029081,RT @arthurwatkins: A lot of those that are saying they are Native Americans are immigrants. A lot og identity theft.,['immigrants'],0.039678472682327416,0,rt a lot of those that are saying they are native americans are immigrants a lot og identity theft,0.29032258064516125,0.0
Twitter,https://twitter.com/user/status/1970136865383559416,0.0,Just listen to these vile evil men! https://t.co/b8B157AHAk,['evil'],0.8866396650579145,1,just listen to these vile evil men,0.0967741935483871,0.0
Twitter,https://twitter.com/user/status/1970136864913862831,0.0,"@JoJoFromJerz Define ""hate speech.""",['hate speech'],0.01953301840685686,0,define hate speech,0.06451612903225806,0.5
Twitter,https://twitter.com/user/status/1970136864892809581,0.002581460896135711,RT @joshxhowie: Throwing chicken bones at a 77-year-old Rabbi. This is the kind of new year for London Jews that Sadiq Khan has enabled. ht…,['Jews'],0.3847125687588167,0,rt throwing chicken bones at a 77yearold rabbi this is the kind of new year for london jews that sadiq khan has enabled ht,0.4516129032258065,0.0
Twitter,https://twitter.com/user/status/1970136864779534584,0.0,"Do you know why it’s called a daemon thread? An interesting backstory.

It actually goes way back, like, Ancient Greece back.

The word ""daemon"" (or *daimon*) was used for these invisible spirits. Not evil, just quiet helpers, guiding humans and events in the background without",['evil'],0.0,0,do you know why its called a daemon thread an interesting backstory it actually goes way back like ancient greece back the word daemon or daimon was used for these invisible spirits not evil just quiet helpers guiding humans and events in the background without,0.9032258064516129,0.0
Twitter,https://twitter.com/user/status/1970136864678940690,0.0011853646972051733,"RT @Broufus: Indians or rather the entire subcontinent, whether hindus or muslims are extremely regressive. I have been to India during Ram…",['Muslims'],0.0023993663992994546,0,rt indians or rather the entire subcontinent whether hindus or muslims are extremely regressive i have been to india during ram,0.3548387096774194,0.0
Twitter,https://twitter.com/user/status/1970136864658280945,0.0074809683112504275,"RT @rutasosabu: 🚨So apparently, asking a politician to explain his immigration policy is now considered “Hateful Conduct” 🤔
X flagged my po…",[],0.02177483772014805,0,rt so apparently asking a politician to explain his immigration policy is now considered hateful conduct x flagged my po,0.4193548387096774,0.0
Twitter,https://twitter.com/user/status/1970136863941030318,0.036456549798488,"RT @William_E_Wolfe: Just had the craziest Uber driver experience in Phoenix. 

The driver was very “concerned” that the Charlie Kirk memor…",[],0.009791344200085978,0,rt just had the craziest uber driver experience in phoenix the driver was very concerned that the charlie kirk memor,0.32258064516129037,0.0
Twitter,https://twitter.com/user/status/1970136863915520113,0.045755077312119696,RT @charise_lee: Pete Hegseth is also covered in white supremacy tats...his own platoon turned him in for it‼️ https://t.co/gFak1BlgPn,['white supremacy'],0.017528884443656058,0,rt pete hegseth is also covered in white supremacy tatshis own platoon turned him in for it,0.32258064516129037,0.0
Twitter,https://twitter.com/user/status/1970136863571894400,0.0,"@j_bambrick I knew in my heart when I voted for Trump all 3 times, that I was voting for this.  I pray good triumphs over the evil we face.",['evil'],0.006148928476985199,0,i knew in my heart when i voted for trump all 3 times that i was voting for this i pray good triumphs over the evil we face,0.3548387096774194,0.0
Twitter,https://twitter.com/user/status/1970136863500640543,0.00015804862629402311,RT @sweetsealie: sorry but I only like to see white people cut themselves i cannot stand it when a black person does it my apologies.,[],0.5280268410924871,1,rt sorry but i only like to see white people cut themselves i cannot stand it when a black person does it my apologies,0.3548387096774194,0.0
Twitter,https://twitter.com/user/status/1970136863374737825,0.36838500645365224,RT @nyakomeowy: white supremacy is so crazy because he literally killed your husband and your forgiving him because he's white,['white supremacy'],0.8108045362634181,1,rt white supremacy is so crazy because he literally killed your husband and your forgiving him because hes white,0.29032258064516125,0.0
Twitter,https://twitter.com/user/status/1970136863357980970,0.034638990596106735,"RT @MrSinha_: As per ""Seculars"":

-The Ashoka Emblem, which is our National Symbol, should not be allowed inside Islamic religious places…",[],0.0004397304775893868,0,rt as per seculars the ashoka emblem which is our national symbol should not be allowed inside islamic religious places,0.3548387096774194,0.0
Twitter,https://twitter.com/user/status/1970136863311819077,0.0,"@ADRoblesMedia You see, I'm fine with Christians being nationalist. What I'm not fine with is the ideology that is smuggled in via Christian Nationalism.",['Christians'],0.017189320769334108,0,you see im fine with christians being nationalist what im not fine with is the ideology that is smuggled in via christian nationalism,0.3548387096774194,0.0
Twitter,https://twitter.com/user/status/1970136863223546319,5.268287543134104e-05,RT @BannedbyBiden: Why are Muslims only safe in Christian countries?,['Muslims'],0.04272996084572852,0,rt why are muslims only safe in christian countries,0.12903225806451613,0.0
