Platform,URL,Engagement,Text,Matched Keywords,toxicity_score,Label,clean_text,word_count,negative_word_count
YouTube,https://www.youtube.com/watch?v=Zj1F3HzqnOE,1495,"It's weird you're seeing that MAGA will criticize Bondi, but not Trump on this, when he appears to be on the same page and/or wants to take what constitutes ""hate speech"" even further. It'll be interesting 1. To see if and how they try to pivot and ""clarify"" in the short term and 2. the message Trump and others push forward in the coming days and specifically on Sunday at Kirk's Memorial.",['hate speech'],0.00073656964,0,its weird youre seeing that maga will criticize bondi but not trump on this when he appears to be on the same page andor wants to take what constitutes hate speech even further itll be interesting 1 to see if and how they try to pivot and clarify in the short term and 2 the message trump and others push forward in the coming days and specifically on sunday at kirks memorial,72,1
YouTube,https://www.youtube.com/watch?v=Zj1F3HzqnOE,0,"""Were here to save hostages!"" they say bombing everything they can, uhuh, totally how to save hostages, and not blow them up.",[],0.02814192,0,were here to save hostages they say bombing everything they can uhuh totally how to save hostages and not blow them up,22,0
YouTube,https://www.youtube.com/watch?v=Zj1F3HzqnOE,0,😂😂 hunting down  investigating people in a chat involving a murderer is normal,[],0.0038716723,0, hunting down  investigating people in a chat involving a murderer is normal,12,0
YouTube,https://www.youtube.com/watch?v=Zj1F3HzqnOE,0,Epstein files ?,[],0.0006798449,0,epstein files ,2,0
YouTube,https://www.youtube.com/watch?v=Zj1F3HzqnOE,0,American Empire is doing a downfall speedrun 😂😂,[],0.002002909,0,american empire is doing a downfall speedrun ,7,0
YouTube,https://www.youtube.com/watch?v=Zj1F3HzqnOE,1,But the left said there's no such thing as cancel culture..,[],0.0007238424,0,but the left said theres no such thing as cancel culture,11,0
YouTube,https://www.youtube.com/watch?v=Zj1F3HzqnOE,0,Bondi's big 👄,[],0.17516433,0,bondis big ,2,0
YouTube,https://www.youtube.com/watch?v=Zj1F3HzqnOE,0,"Free speech is just that: Free Speech!!😲Naom Chomsky: Goebbels was in favor of free speech for view he liked. So was Stalin. If you're really in favor of free speech, then you're  in favor of freedom of speech for precisely the views you despise. Otherwise, you're not in favor of free speech!!

OUTRIGHT LIES, THOUGH, IS DEFINITELY SLANDRR/PROPOGANDA.",[],0.16689114,0,"free speech is just that free speechnaom chomsky goebbels was in favor of free speech for view he liked so was stalin if youre really in favor of free speech then youre  in favor of freedom of speech for precisely the views you despise otherwise youre not in favor of free speech

outright lies though is definitely slandrrpropoganda",58,0
YouTube,https://www.youtube.com/watch?v=Zj1F3HzqnOE,0,Bondi really needs  a wake up call with old fashioned 1950s men 🎉,[],0.00569322,0,bondi really needs  a wake up call with old fashioned 1950s men ,12,0
YouTube,https://www.youtube.com/watch?v=Zj1F3HzqnOE,0,The left and the right in America in politics are both corrupt and hypocrites.,[],0.4789768,0,the left and the right in america in politics are both corrupt and hypocrites,14,0
YouTube,https://www.youtube.com/watch?v=Zj1F3HzqnOE,0,https://youtu.be/hWnofgXPvzo?si=iXScGYr4hxy1KCGa I hope left can do more street interview like this.,[],0.015606295,0, i hope left can do more street interview like this,10,0
YouTube,https://www.youtube.com/watch?v=Zj1F3HzqnOE,1,"It's not Cancel Culture, it's called accountability lol you are free to say what you want but you're not free from the consequences. I don't want to have to worry that the EMS might not save my life just cause I don't have the same views.",[],0.00203696,0,its not cancel culture its called accountability lol you are free to say what you want but youre not free from the consequences i dont want to have to worry that the ems might not save my life just cause i dont have the same views,46,0
YouTube,https://www.youtube.com/watch?v=Zj1F3HzqnOE,0,"Its so ironic that what they are referring to as ""hate speech"" are Charlie's words, verbatim....",['hate speech'],0.004190782,0,its so ironic that what they are referring to as hate speech are charlies words verbatim,16,1
YouTube,https://www.youtube.com/watch?v=Zj1F3HzqnOE,0,I’m just wondering how the Supreme Court will weigh in on all this when all the lawsuits start pouring in.,[],0.0006221502,0,i’m just wondering how the supreme court will weigh in on all this when all the lawsuits start pouring in,20,0
YouTube,https://www.youtube.com/watch?v=Zj1F3HzqnOE,0,Wasn’t the Washington Post the paper that exposed the corruption of the Nixon Administration? How times have changed!,[],0.0012776703,0,wasn’t the washington post the paper that exposed the corruption of the nixon administration how times have changed,18,0
YouTube,https://www.youtube.com/watch?v=Zj1F3HzqnOE,0,That’s the modern Republican Party for you. Skip the 1st amendment and go straight to the 2nd.,[],0.0025899494,0,that’s the modern republican party for you skip the 1st amendment and go straight to the 2nd,17,0
YouTube,https://www.youtube.com/watch?v=Zj1F3HzqnOE,0,"7:42, every conservative accusation is a confession/projection. The research shows the vast majority of political violence in the US is committed by those on the right side of the political spectrum.",[],0.00059390906,0,742 every conservative accusation is a confessionprojection the research shows the vast majority of political violence in the us is committed by those on the right side of the political spectrum,31,0
YouTube,https://www.youtube.com/watch?v=Zj1F3HzqnOE,0,47 definitely did not write that x post. It wasn't word salad enough. It was too concise for sure.,[],0.0007939841,0,47 definitely did not write that x post it wasnt word salad enough it was too concise for sure,19,0
YouTube,https://www.youtube.com/watch?v=Zj1F3HzqnOE,0,"Go ahead, Dumpers. You can't silence 70% of the country at once. We can always make other roads to information and cut them off more effectively.",[],0.4883996,0,go ahead dumpers you cant silence 70 of the country at once we can always make other roads to information and cut them off more effectively,26,0
YouTube,https://www.youtube.com/watch?v=Zj1F3HzqnOE,0,Bondi Ape...,[],0.020891473,0,bondi ape,2,0
YouTube,https://www.youtube.com/watch?v=Zj1F3HzqnOE,0,Pam Bondo....,[],0.0033903455,0,pam bondo,2,0
YouTube,https://www.youtube.com/watch?v=Zj1F3HzqnOE,0,Will someone tell Kash to stfu. I don't trust a word that comes out of his face.,[],0.19658451,0,will someone tell kash to stfu i dont trust a word that comes out of his face,17,0
YouTube,https://www.youtube.com/watch?v=Zj1F3HzqnOE,0,"24:37  I can see how featuring evidence and information about the trauma of American slavery would seem ""disproportionate"" to how much you care about black lives,  if you really don't give a damn.  

But that's a very subjective thing for this administration to be policing.",[],0.39003262,0,"2437  i can see how featuring evidence and information about the trauma of american slavery would seem disproportionate to how much you care about black lives  if you really dont give a damn  

but thats a very subjective thing for this administration to be policing",45,0
YouTube,https://www.youtube.com/watch?v=Zj1F3HzqnOE,0,"I bet Israeli officials probably tell US officials hey heads up we're going to do this war crime thingy in your ally's nation, 
and US officials are like alright we'll tell our subjects we didn't approve. 
Good luck.  Need any more bombs for that btw?",[],0.0022425768,0,"i bet israeli officials probably tell us officials hey heads up were going to do this war crime thingy in your allys nation 
and us officials are like alright well tell our subjects we didnt approve 
good luck  need any more bombs for that btw",45,0
YouTube,https://www.youtube.com/watch?v=Zj1F3HzqnOE,1,I don't think it's right to have canceled culture whether the left does it or the right does it but I find it hypocritical when the left condemns the right for doing it and the right condemns the left we're doing it but then they both do it. Like what are we in kindergarten?,[],0.0016080393,0,i dont think its right to have canceled culture whether the left does it or the right does it but i find it hypocritical when the left condemns the right for doing it and the right condemns the left were doing it but then they both do it like what are we in kindergarten,54,0
YouTube,https://www.youtube.com/watch?v=Zj1F3HzqnOE,1,"No you are not serious, it is channels like yours that causes violence because you are violent look that word up because yes when you say words they can be violent, these are trying times and changing, no some speech is okay but other speech like threats are illegal, you should go to law school or read the laws",[],0.31640166,0,no you are not serious it is channels like yours that causes violence because you are violent look that word up because yes when you say words they can be violent these are trying times and changing no some speech is okay but other speech like threats are illegal you should go to law school or read the laws,59,0
YouTube,https://www.youtube.com/watch?v=Zj1F3HzqnOE,0,gotta wonder if phil regrets his both sides-ing of the palestinian genocide for the first year and a half of it,[],0.002103504,0,gotta wonder if phil regrets his both sidesing of the palestinian genocide for the first year and a half of it,21,0
YouTube,https://www.youtube.com/watch?v=Zj1F3HzqnOE,0,"TRUMP SHOULD BE ""CANCELED"" if it's all about poor quality and low ratings !",[],0.010559169,0,trump should be canceled if its all about poor quality and low ratings ,13,0
YouTube,https://www.youtube.com/watch?v=Zj1F3HzqnOE,1,But not with the Epstein files 😂,[],0.00070822454,0,but not with the epstein files ,6,0
YouTube,https://www.youtube.com/watch?v=Zj1F3HzqnOE,0,Why are they canceling us when one of THEM did it😭😭😭,[],0.0024316288,0,why are they canceling us when one of them did it,11,0
YouTube,https://www.youtube.com/watch?v=Zj1F3HzqnOE,0,"Rest in Peace Free Speech

Coming in 2028 Unification of all countries under one government Donny J future president of Earthica",[],0.0011277614,0,"rest in peace free speech

coming in 2028 unification of all countries under one government donny j future president of earthica",21,0
YouTube,https://www.youtube.com/watch?v=Zj1F3HzqnOE,1,"7:37  And for far too long we've watched the mainstream right wing normalized threats, call for public executions, and cheer on political violence, like the whole insurrectionist attack on our reps in the Capital.
Remember that hanging noose they had for Mike Pence just for doing his job?
What did you do with all those attackers?  
Pardoned.
What about all the news outlets that spread the dangerous lie that the election was stolen?
Nothing. 

These fascists aren't serious people.  Hypocrisy is their weapon of choice to get whatever they want.",[],0.22591561,0,"737  and for far too long weve watched the mainstream right wing normalized threats call for public executions and cheer on political violence like the whole insurrectionist attack on our reps in the capital
remember that hanging noose they had for mike pence just for doing his job
what did you do with all those attackers  
pardoned
what about all the news outlets that spread the dangerous lie that the election was stolen
nothing 

these fascists arent serious people  hypocrisy is their weapon of choice to get whatever they want",90,0
YouTube,https://www.youtube.com/watch?v=Zj1F3HzqnOE,0,"NOW the right wing wants to use government power to punish whatever is ""HATE SPEECH""? 

I'm sorry but that is such disrespect the Charlie Kirk's legacy. 
That man work tirelessly to normalize hate speech in our public discourse.
He was a martyr for stochastic terrorism.   (look it up)",['hate speech'],0.014559566,0,"now the right wing wants to use government power to punish whatever is hate speech 

im sorry but that is such disrespect the charlie kirks legacy 
that man work tirelessly to normalize hate speech in our public discourse
he was a martyr for stochastic terrorism   look it up",48,2
YouTube,https://www.youtube.com/watch?v=Zj1F3HzqnOE,2,"I thought donald wanted to dismantle the FBI?  Now, they are stating that they have the American People's trust?",[],0.0007715571,0,i thought donald wanted to dismantle the fbi  now they are stating that they have the american peoples trust,19,0
YouTube,https://www.youtube.com/watch?v=Zj1F3HzqnOE,0,Ill pray for you.,[],0.0031109287,0,ill pray for you,4,0
YouTube,https://www.youtube.com/watch?v=Zj1F3HzqnOE,1,You have to admit it is extremely Ironic that a group of people that survived a genocide are now partaking in one. I guess this is just what human beings aspire to do.,[],0.00091732567,0,you have to admit it is extremely ironic that a group of people that survived a genocide are now partaking in one i guess this is just what human beings aspire to do,33,0
YouTube,https://www.youtube.com/watch?v=Zj1F3HzqnOE,1,at what point is Trump charged with insurrection again.,[],0.001119247,0,at what point is trump charged with insurrection again,9,0
YouTube,https://www.youtube.com/watch?v=Zj1F3HzqnOE,0,<3,[],0.0008974732,0,3,1,0
YouTube,https://www.youtube.com/watch?v=Zj1F3HzqnOE,0,When is the Class Action Lawsuit against Fat Trump? He has made all of our lives unnecaserily stressfull.,[],0.0017305928,0,when is the class action lawsuit against fat trump he has made all of our lives unnecaserily stressfull,18,0
YouTube,https://www.youtube.com/watch?v=Zj1F3HzqnOE,0,"27:39 they're not about erasing history, except for the parts about slavery and anything else that might be viewed as a dark part of our history, or any beneficial things American people of color have done for the country and the world as a whole",[],0.0015470829,0,2739 theyre not about erasing history except for the parts about slavery and anything else that might be viewed as a dark part of our history or any beneficial things american people of color have done for the country and the world as a whole,45,0
YouTube,https://www.youtube.com/watch?v=Zj1F3HzqnOE,0,"21:19 Trump files a lawsuit for defamation and libel, proceeds to defame The New York Times.",[],0.005134676,0,2119 trump files a lawsuit for defamation and libel proceeds to defame the new york times,16,0
YouTube,https://www.youtube.com/watch?v=Zj1F3HzqnOE,0,I love how these clowns are looking at a gun control issue and is blaming memes,[],0.03328594,0,i love how these clowns are looking at a gun control issue and is blaming memes,16,0
